Aktion_0,Aktion_1,Aktion_2,Aktion_3,Aktion_4,Aktion_5,Aktion_6,Aktion_7,Aktion_8,Aktion_9,Aktion_10,Aktion_11,Aktion_12,Aktion_13,Aktion_14,Aktion_15,Aktion_16,Aktion_17,Name
50,129,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
37,397,13,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
56,408,9,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
36,199,10,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
49,195,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
62,213,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
40,189,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
45,140,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
49,251,6,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
33,233,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
47,109,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
50,203,14,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
51,281,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
51,264,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
44,106,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
39,164,10,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
37,318,17,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
38,193,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
41,170,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
41,270,18,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
58,168,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
45,234,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
54,191,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
36,303,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
46,149,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
57,373,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
42,79,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
44,162,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_201
41,197,4,59,13,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
46,186,8,58,16,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
34,235,4,35,14,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
48,290,7,60,21,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
36,137,4,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
33,161,4,43,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
45,256,5,44,9,4,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
44,220,5,47,9,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
34,162,7,27,11,4,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
38,231,4,36,14,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
39,176,6,34,10,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
37,228,4,48,15,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
40,241,7,30,8,4,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
47,271,6,35,9,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
41,204,5,49,10,5,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
48,123,4,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
38,176,6,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
40,153,5,39,8,5,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
51,291,5,38,12,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
42,333,7,69,20,16,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
43,300,6,28,9,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
43,195,5,60,13,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
44,285,6,29,12,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
40,119,7,20,7,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
36,127,5,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
37,235,6,30,13,7,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
44,247,7,42,10,5,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
35,229,7,35,13,5,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
39,292,4,63,15,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
49,359,6,38,14,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_248
42,257,5,89,19,10,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
45,174,3,92,18,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
30,132,5,78,20,9,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
41,140,6,50,18,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
27,286,7,72,20,12,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
36,218,4,69,22,4,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
33,176,4,48,20,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
39,187,6,72,20,4,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
45,140,5,61,13,10,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
42,198,5,102,19,6,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
43,265,5,64,20,5,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
35,104,5,41,13,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
46,136,6,66,11,4,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
38,248,7,76,17,8,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
40,157,3,42,9,5,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
37,113,5,43,14,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
39,131,5,50,10,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
36,238,8,123,27,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
38,228,11,87,19,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
39,255,5,97,25,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
44,219,6,68,14,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
33,210,7,69,9,6,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
37,286,5,72,16,7,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
40,135,6,74,21,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
38,144,4,53,12,6,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
41,219,3,133,18,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
36,137,3,49,13,7,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
36,95,5,53,19,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
36,161,4,53,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
33,139,5,62,17,7,0,0,0,0,0,0,0,0,0,0,0,0,Agent_249
36,164,3,22,19,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
37,178,3,37,30,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
44,252,7,54,24,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
48,204,5,27,13,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
38,132,3,22,18,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
40,121,6,39,17,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
52,340,14,91,30,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
46,262,3,39,24,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
41,135,6,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
34,251,5,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
35,98,3,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
37,138,5,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
37,148,4,36,22,4,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
36,220,5,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
47,438,6,65,44,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
39,318,9,32,31,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
41,229,7,51,26,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
36,90,4,13,15,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
47,292,4,38,34,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
40,116,3,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
35,188,3,28,26,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
35,356,12,81,42,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
43,126,3,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
47,141,4,25,17,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
42,268,8,57,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
39,144,7,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
39,115,4,14,10,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
48,302,11,44,31,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
33,234,6,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
44,190,5,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_257
32,123,4,33,27,4,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
46,171,3,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
43,50,5,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
54,251,12,78,37,5,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
39,67,5,29,27,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
39,152,9,68,38,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
40,355,6,87,82,6,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
41,221,8,55,49,5,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
32,189,4,44,34,4,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
36,102,4,33,23,4,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
36,137,5,65,36,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
45,59,4,33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
37,113,9,33,19,5,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
37,237,8,56,36,6,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
47,292,6,78,49,16,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
38,86,6,35,28,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
45,209,8,76,45,9,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
41,128,6,28,21,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
31,187,6,61,49,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
47,41,4,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
27,211,7,49,57,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
37,102,5,34,28,5,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
27,273,5,51,50,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
46,44,4,29,31,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
35,175,8,28,27,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
34,205,6,42,34,8,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
37,131,8,66,50,6,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
34,94,7,29,33,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
48,224,6,32,41,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
41,275,6,84,56,5,0,0,0,0,0,0,0,0,0,0,0,0,Agent_258
51,334,5,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
75,231,4,16,18,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
43,131,4,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
49,179,3,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
47,89,3,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
36,105,3,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
87,213,3,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
54,292,3,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
41,200,3,28,19,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
57,158,3,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
52,187,4,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
44,136,3,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
45,74,3,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
42,139,3,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
41,266,3,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
71,181,3,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
52,118,3,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
40,164,3,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
68,326,4,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
51,101,3,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
43,76,3,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
69,178,3,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
65,302,2,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
42,202,3,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
47,459,4,28,31,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
42,128,3,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
87,290,6,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
37,131,3,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
72,247,8,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
50,291,4,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_261
43,224,3,9,21,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
45,320,1,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
44,195,2,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
65,333,1,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
77,442,4,15,37,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
54,231,3,55,32,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
45,166,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
41,231,2,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
47,364,10,16,13,4,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
41,234,1,12,12,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
43,139,4,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
32,294,2,19,27,4,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
43,174,6,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
41,130,2,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
44,202,1,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
56,239,3,18,15,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
47,353,4,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
54,279,6,8,14,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
38,231,2,16,14,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
43,215,3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
45,194,1,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
45,219,3,24,20,5,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
53,290,3,17,15,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
40,292,2,13,20,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
46,214,4,13,24,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
47,330,8,51,35,6,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
33,261,10,27,27,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
39,265,4,72,36,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
55,184,2,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
46,238,4,10,18,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_296
54,333,1,43,23,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
38,129,2,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
41,299,2,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
56,206,8,7,14,6,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
50,138,3,12,13,3,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
40,280,11,35,24,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
53,131,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
46,295,9,13,18,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
45,243,3,33,30,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
47,240,4,42,33,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
78,385,3,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
61,388,2,52,35,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
38,236,2,36,29,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
60,193,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
39,122,3,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
56,231,5,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
77,451,8,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
44,193,5,12,24,4,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
78,265,8,8,15,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
45,251,3,24,22,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
43,215,2,21,9,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
58,302,4,31,25,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
53,428,6,27,48,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
38,217,4,39,16,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
53,190,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
70,84,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
38,193,9,30,25,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
51,229,6,1,18,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
41,427,5,14,30,10,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
37,268,7,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_298
42,139,3,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
42,410,1,73,14,4,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
42,283,5,23,19,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
51,254,4,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
38,117,2,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
42,194,3,13,9,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
55,499,1,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
39,183,2,14,9,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
45,191,5,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
50,320,6,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
40,151,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
49,136,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
34,135,2,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
47,209,2,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
45,167,2,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
52,148,2,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
49,125,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
44,378,1,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
52,228,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
39,161,2,13,11,6,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
64,355,2,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
37,168,4,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
41,274,5,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
47,290,4,12,16,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
38,233,4,15,9,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
42,205,4,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
52,183,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
47,319,2,23,19,1,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
44,275,2,19,16,2,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
39,134,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Agent_300
